date,year_month,year,month,sales_rep_key,sales_agent,monthly_pipeline_value,monthly_weighted_pipeline_value,closed_won_revenue,closed_lost_value,avg_days_to_close,win_rate,average_deal_size,conversion_rate,closed_won_revenue_rolling_3m,closed_won_revenue_rolling_6m,revenue_target,target_attainment_ratio,exceeded_target
2017-02-01,2017-02,2017,2,25,Rosalina Dieter,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-03-01,2017-03,2017,3,25,Rosalina Dieter,14691.0,14691.0,14691.0,0.0,77.3076923076923,0.6923076923076923,918.1875,0.6923076923076923,4897.0,3672.75,0.0,,True
2017-04-01,2017-04,2017,4,25,Rosalina Dieter,38803.0,38803.0,38803.0,0.0,6.769230769230769,0.7692307692307693,2155.722222222222,0.7692307692307693,17831.333333333332,10698.8,4897.0,7.923830916887891,True
2017-05-01,2017-05,2017,5,25,Rosalina Dieter,4698.0,4698.0,4698.0,0.0,68.61538461538461,0.46153846153846156,247.26315789473685,0.46153846153846156,19397.333333333332,9698.666666666666,17831.333333333332,0.2634688002392792,False
2017-06-01,2017-06,2017,6,25,Rosalina Dieter,40544.0,40544.0,40544.0,0.0,92.25,0.625,2702.9333333333334,0.625,28015.0,16456.0,19397.333333333332,2.090184217761892,True
2017-07-01,2017-07,2017,7,25,Rosalina Dieter,771.0,771.0,771.0,0.0,5.555555555555555,0.3333333333333333,51.4,0.3333333333333333,15337.666666666666,16584.5,28015.0,0.027520970908441907,False
2017-08-01,2017-08,2017,8,25,Rosalina Dieter,66229.0,66229.0,66229.0,0.0,72.38461538461539,0.7692307692307693,3895.823529411765,0.7692307692307693,35848.0,27622.666666666668,15337.666666666666,4.31806228674505,True
2017-09-01,2017-09,2017,9,25,Rosalina Dieter,19476.0,19476.0,19476.0,0.0,65.4,0.8,1145.6470588235295,0.8,28825.333333333332,28420.166666666668,35848.0,0.5432939076099085,False
2017-10-01,2017-10,2017,10,25,Rosalina Dieter,3597.0,3597.0,3597.0,0.0,6.545454545454546,0.36363636363636365,256.92857142857144,0.36363636363636365,29767.333333333332,22552.5,28825.333333333332,0.12478606781072206,False
2017-11-01,2017-11,2017,11,25,Rosalina Dieter,34202.0,34202.0,34202.0,0.0,63.5,0.9,2850.1666666666665,0.9,19091.666666666668,27469.833333333332,29767.333333333332,1.14897762648093,True
2017-12-01,2017-12,2017,12,25,Rosalina Dieter,12392.0,12392.0,12392.0,0.0,40.8,0.8,1239.2,0.8,16730.333333333332,22777.833333333332,19091.666666666668,0.6490790048013967,False
2017-03-01,2017-03,2017,3,3,Versie Hillebrand,21921.0,21921.0,21921.0,0.0,63.516129032258064,0.8387096774193549,707.1290322580645,0.8387096774193549,21921.0,21921.0,18769.3,1.1679178232539307,True
2017-04-01,2017-04,2017,4,3,Versie Hillebrand,8594.0,8594.0,8594.0,0.0,6.863636363636363,0.45454545454545453,390.6363636363636,0.45454545454545453,15257.5,15257.5,21921.0,0.39204415856940833,False
2017-05-01,2017-05,2017,5,3,Versie Hillebrand,32401.0,32401.0,32401.0,0.0,58.22222222222222,0.6111111111111112,900.0277777777778,0.6111111111111112,20972.0,20972.0,15257.5,2.123611338685892,True
2017-06-01,2017-06,2017,6,3,Versie Hillebrand,26419.0,26419.0,26419.0,0.0,65.47826086956522,0.8695652173913043,1148.6521739130435,0.8695652173913043,22471.333333333332,22333.75,20972.0,1.2597272553881365,True
2017-07-01,2017-07,2017,7,3,Versie Hillebrand,16297.0,16297.0,16297.0,0.0,7.0,0.6190476190476191,339.5208333333333,0.6190476190476191,25039.0,21126.4,22471.333333333332,0.7252351143679355,False
2017-08-01,2017-08,2017,8,3,Versie Hillebrand,12220.0,12220.0,12220.0,0.0,60.96969696969697,0.45454545454545453,249.3877551020408,0.45454545454545453,18312.0,19642.0,25039.0,0.4880386596908822,False
2017-09-01,2017-09,2017,9,3,Versie Hillebrand,15783.0,15783.0,15783.0,0.0,40.57692307692308,0.7307692307692307,607.0384615384615,0.7307692307692307,14766.666666666666,18619.0,18312.0,0.8618938401048493,False
2017-10-01,2017-10,2017,10,3,Versie Hillebrand,16241.0,16241.0,16241.0,0.0,6.416666666666667,0.625,676.7083333333334,0.625,14748.0,19893.5,14766.666666666666,1.099841986455982,True
2017-11-01,2017-11,2017,11,3,Versie Hillebrand,20075.0,20075.0,20075.0,0.0,74.32,0.64,803.0,0.64,17366.333333333332,17839.166666666668,14748.0,1.3612015188500135,True
2017-12-01,2017-12,2017,12,3,Versie Hillebrand,17742.0,17742.0,17742.0,0.0,60.65217391304348,0.8695652173913043,771.3913043478261,0.8695652173913043,18019.333333333332,16393.0,17366.333333333332,1.0216318931265476,True
2017-03-01,2017-03,2017,3,6,Jonathan Berthelot,24398.0,24398.0,24398.0,0.0,65.72222222222223,0.7777777777777778,1355.4444444444443,0.7777777777777778,24398.0,24398.0,28488.6,0.8564127405348104,False
2017-04-01,2017-04,2017,4,6,Jonathan Berthelot,16066.0,16066.0,16066.0,0.0,6.2,0.7,803.3,0.7,20232.0,20232.0,24398.0,0.6584965980818099,False
2017-05-01,2017-05,2017,5,6,Jonathan Berthelot,26282.0,26282.0,26282.0,0.0,64.07894736842105,0.5526315789473685,691.6315789473684,0.5526315789473685,22248.666666666668,22248.666666666668,20232.0,1.2990312376433373,True
2017-06-01,2017-06,2017,6,6,Jonathan Berthelot,29594.0,29594.0,29594.0,0.0,46.08695652173913,0.9565217391304348,1286.695652173913,0.9565217391304348,23980.666666666668,24085.0,22248.666666666668,1.3301471249213435,True
2017-07-01,2017-07,2017,7,6,Jonathan Berthelot,23011.0,23011.0,23011.0,0.0,5.625,0.5416666666666666,469.61224489795916,0.5416666666666666,26295.666666666668,23870.2,23980.666666666668,0.9595646493008256,False
2017-08-01,2017-08,2017,8,6,Jonathan Berthelot,47746.0,47746.0,47746.0,0.0,80.0909090909091,0.5757575757575758,1164.5365853658536,0.5757575757575758,33450.333333333336,27849.5,26295.666666666668,1.8157364331258634,True
2017-09-01,2017-09,2017,9,6,Jonathan Berthelot,47744.0,47744.0,47744.0,0.0,64.125,0.9166666666666666,1989.3333333333333,0.9166666666666666,39500.333333333336,31740.5,33450.333333333336,1.427310141403673,True
2017-10-01,2017-10,2017,10,6,Jonathan Berthelot,24733.0,24733.0,24733.0,0.0,6.074074074074074,0.5925925925925926,916.0370370370371,0.5925925925925926,40074.333333333336,33185.0,39500.333333333336,0.6261466147964996,False
2017-11-01,2017-11,2017,11,6,Jonathan Berthelot,20281.0,20281.0,20281.0,0.0,59.3,0.4,676.0333333333333,0.4,30919.333333333332,32184.833333333332,40074.333333333336,0.5060845262553754,False
2017-12-01,2017-12,2017,12,6,Jonathan Berthelot,25031.0,25031.0,25031.0,0.0,77.22222222222223,0.6666666666666666,927.074074074074,0.6666666666666666,23348.333333333332,31424.333333333332,30919.333333333332,0.8095582052221911,False
2017-01-01,2017-01,2017,1,12,Violet Mclelland,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,10285.916666666666,0.0,False
2017-02-01,2017-02,2017,2,12,Violet Mclelland,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-03-01,2017-03,2017,3,12,Violet Mclelland,7307.0,7307.0,7307.0,0.0,77.54545454545455,0.7727272727272727,228.34375,0.7727272727272727,2435.6666666666665,2435.6666666666665,0.0,,True
2017-04-01,2017-04,2017,4,12,Violet Mclelland,2311.0,2311.0,2311.0,0.0,6.571428571428571,0.42857142857142855,100.47826086956522,0.42857142857142855,3206.0,2404.5,2435.6666666666665,0.9488162036403449,False
2017-05-01,2017-05,2017,5,12,Violet Mclelland,23933.0,23933.0,23933.0,0.0,66.86363636363636,0.5454545454545454,920.5,0.5454545454545454,11183.666666666666,6710.2,3206.0,7.465065502183406,True
2017-06-01,2017-06,2017,6,12,Violet Mclelland,25943.0,25943.0,25943.0,0.0,73.84210526315789,0.8421052631578947,926.5357142857143,0.8421052631578947,17395.666666666668,9915.666666666666,11183.666666666666,2.3197222139429527,True
2017-07-01,2017-07,2017,7,12,Violet Mclelland,9040.0,9040.0,9040.0,0.0,6.555555555555555,0.3888888888888889,334.81481481481484,0.3888888888888889,19638.666666666668,11422.333333333334,17395.666666666668,0.5196696495295763,False
2017-08-01,2017-08,2017,8,12,Violet Mclelland,13941.0,13941.0,13941.0,0.0,56.5,0.5909090909090909,480.7241379310345,0.5909090909090909,16308.0,13745.833333333334,19638.666666666668,0.7098750763799307,False
2017-09-01,2017-09,2017,9,12,Violet Mclelland,16393.0,16393.0,16393.0,0.0,61.31578947368421,0.8421052631578947,712.7391304347826,0.8421052631578947,13124.666666666666,15260.166666666666,16308.0,1.0052121658081923,True
2017-10-01,2017-10,2017,10,12,Violet Mclelland,1167.0,1167.0,1167.0,0.0,5.6923076923076925,0.3076923076923077,77.8,0.3076923076923077,10500.333333333334,15069.5,13124.666666666666,0.08891654391222635,False
2017-11-01,2017-11,2017,11,12,Violet Mclelland,4473.0,4473.0,4473.0,0.0,56.80952380952381,0.5714285714285714,178.92,0.5714285714285714,7344.333333333333,11826.166666666666,10500.333333333334,0.42598647661978983,False
2017-12-01,2017-12,2017,12,12,Violet Mclelland,18923.0,18923.0,18923.0,0.0,65.3913043478261,0.8260869565217391,756.92,0.8260869565217391,8187.666666666667,10656.166666666666,7344.333333333333,2.576544274497345,True
2017-03-01,2017-03,2017,3,20,Donn Cantrell,50692.0,50692.0,50692.0,0.0,74.36363636363636,0.8636363636363636,2304.181818181818,0.8636363636363636,50692.0,50692.0,44586.0,1.1369488180146234,True
2017-04-01,2017-04,2017,4,20,Donn Cantrell,28892.0,28892.0,28892.0,0.0,6.714285714285714,0.42857142857142855,1375.8095238095239,0.42857142857142855,39792.0,39792.0,50692.0,0.5699518661721771,False
2017-05-01,2017-05,2017,5,20,Donn Cantrell,53048.0,53048.0,53048.0,0.0,55.24324324324324,0.5135135135135135,1433.7297297297298,0.5135135135135135,44210.666666666664,44210.666666666664,39792.0,1.3331322878970648,True
2017-06-01,2017-06,2017,6,20,Donn Cantrell,47799.0,47799.0,47799.0,0.0,73.4,0.8,2389.95,0.8,43246.333333333336,45107.75,44210.666666666664,1.0811644248748418,True
2017-07-01,2017-07,2017,7,20,Donn Cantrell,38024.0,38024.0,38024.0,0.0,5.76,0.56,1520.96,0.56,46290.333333333336,43691.0,43246.333333333336,0.8792421708198768,False
2017-08-01,2017-08,2017,8,20,Donn Cantrell,66271.0,66271.0,66271.0,0.0,66.13157894736842,0.5526315789473685,1743.9736842105262,0.5526315789473685,50698.0,47454.333333333336,46290.333333333336,1.4316379949737525,True
2017-09-01,2017-09,2017,9,20,Donn Cantrell,55989.0,55989.0,55989.0,0.0,56.1025641025641,0.5897435897435898,1435.6153846153845,0.5897435897435898,53428.0,48337.166666666664,50698.0,1.104363091246203,True
2017-10-01,2017-10,2017,10,20,Donn Cantrell,32206.0,32206.0,32206.0,0.0,7.944444444444445,0.4444444444444444,1789.2222222222222,0.4444444444444444,51488.666666666664,48889.5,53428.0,0.6027925432357565,False
2017-11-01,2017-11,2017,11,20,Donn Cantrell,27625.0,27625.0,27625.0,0.0,52.172413793103445,0.41379310344827586,952.5862068965517,0.41379310344827586,38606.666666666664,44652.333333333336,51488.666666666664,0.5365258374011109,False
2017-12-01,2017-12,2017,12,20,Donn Cantrell,45314.0,45314.0,45314.0,0.0,64.07692307692308,0.6538461538461539,1742.8461538461538,0.6538461538461539,35048.333333333336,44238.166666666664,38606.666666666664,1.173735106199275,True
2017-03-01,2017-03,2017,3,2,Cecily Lampkin,24607.0,24607.0,24607.0,0.0,42.666666666666664,0.8333333333333334,2050.5833333333335,0.8333333333333334,24607.0,24607.0,22980.0,1.0708006962576153,True
2017-04-01,2017-04,2017,4,2,Cecily Lampkin,11648.0,11648.0,11648.0,0.0,7.625,0.3125,728.0,0.3125,18127.5,18127.5,24607.0,0.47336123867192265,False
2017-05-01,2017-05,2017,5,2,Cecily Lampkin,35450.0,35450.0,35450.0,0.0,63.27777777777778,0.8333333333333334,1969.4444444444443,0.8333333333333334,23901.666666666668,23901.666666666668,18127.5,1.9555923320921251,True
2017-06-01,2017-06,2017,6,2,Cecily Lampkin,20795.0,20795.0,20795.0,0.0,52.0625,0.6875,1299.6875,0.6875,22631.0,23125.0,23901.666666666668,0.8700230109476326,False
2017-07-01,2017-07,2017,7,2,Cecily Lampkin,18416.0,18416.0,18416.0,0.0,6.444444444444445,0.6111111111111112,575.5,0.6111111111111112,24887.0,22183.2,22631.0,0.813751049445451,False
2017-08-01,2017-08,2017,8,2,Cecily Lampkin,21440.0,21440.0,21440.0,0.0,50.125,0.6875,1020.952380952381,0.6875,20217.0,22059.333333333332,24887.0,0.8614939526660506,False
2017-09-01,2017-09,2017,9,2,Cecily Lampkin,30553.0,30553.0,30553.0,0.0,59.30769230769231,0.8461538461538461,2350.230769230769,0.8461538461538461,23469.666666666668,23050.333333333332,20217.0,1.511252905970223,True
2017-10-01,2017-10,2017,10,2,Cecily Lampkin,18426.0,18426.0,18426.0,0.0,7.05,0.6,921.3,0.6,23473.0,24180.0,23469.666666666668,0.7850984959309179,False
2017-11-01,2017-11,2017,11,2,Cecily Lampkin,17602.0,17602.0,17602.0,0.0,57.05555555555556,0.5555555555555556,977.8888888888889,0.5555555555555556,22193.666666666668,21205.333333333332,23473.0,0.7498828441187748,False
2017-12-01,2017-12,2017,12,2,Cecily Lampkin,30863.0,30863.0,30863.0,0.0,56.61538461538461,0.8461538461538461,2374.076923076923,0.8461538461538461,22297.0,22883.333333333332,22193.666666666668,1.390621949204728,True
2016-11-01,2016-11,2016,11,28,Elease Gluck,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,20656.785714285714,0.0,False
2016-12-01,2016-12,2016,12,28,Elease Gluck,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-01-01,2017-01,2017,1,28,Elease Gluck,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-02-01,2017-02,2017,2,28,Elease Gluck,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-03-01,2017-03,2017,3,28,Elease Gluck,43066.0,43066.0,43066.0,0.0,59.25,0.9166666666666666,2533.294117647059,0.9166666666666666,14355.333333333334,8613.2,0.0,,True
2017-04-01,2017-04,2017,4,28,Elease Gluck,26577.0,26577.0,26577.0,0.0,3.2222222222222223,0.6666666666666666,1661.0625,0.6666666666666666,23214.333333333332,11607.166666666666,14355.333333333334,1.8513676682301583,True
2017-05-01,2017-05,2017,5,28,Elease Gluck,8130.0,8130.0,8130.0,0.0,71.6875,0.3125,406.5,0.3125,25924.333333333332,12962.166666666666,23214.333333333332,0.3502146662263257,False
2017-06-01,2017-06,2017,6,28,Elease Gluck,101796.0,101796.0,101796.0,0.0,56.25,0.9375,5089.8,0.9375,45501.0,29928.166666666668,25924.333333333332,3.9266583518701865,True
2017-07-01,2017-07,2017,7,28,Elease Gluck,10279.0,10279.0,10279.0,0.0,6.615384615384615,0.5384615384615384,604.6470588235294,0.5384615384615384,40068.333333333336,31641.333333333332,45501.0,0.22590712292037538,False
2017-08-01,2017-08,2017,8,28,Elease Gluck,6280.0,6280.0,6280.0,0.0,52.57142857142857,0.5714285714285714,330.5263157894737,0.5714285714285714,39451.666666666664,32688.0,40068.333333333336,0.15673224907449773,False
2017-09-01,2017-09,2017,9,28,Elease Gluck,5846.0,5846.0,5846.0,0.0,78.2,0.5,365.375,0.5,7468.333333333333,26484.666666666668,39451.666666666664,0.1481813189134384,False
2017-10-01,2017-10,2017,10,28,Elease Gluck,41001.0,41001.0,41001.0,0.0,6.538461538461538,0.6153846153846154,2562.5625,0.6153846153846154,17709.0,28888.666666666668,7468.333333333333,5.489979915197501,True
2017-11-01,2017-11,2017,11,28,Elease Gluck,3623.0,3623.0,3623.0,0.0,66.42857142857143,0.5,258.7857142857143,0.5,16823.333333333332,28137.5,17709.0,0.2045852391439381,False
2017-12-01,2017-12,2017,12,28,Elease Gluck,42597.0,42597.0,42597.0,0.0,47.22222222222222,0.8888888888888888,3872.4545454545455,0.8888888888888888,29073.666666666668,18271.0,16823.333333333332,2.5320190212007136,True
2017-03-01,2017-03,2017,3,4,Lajuana Vencill,16086.0,16086.0,16086.0,0.0,82.0909090909091,0.7272727272727273,731.1818181818181,0.7272727272727273,16086.0,16086.0,19463.2,0.8264827983065477,False
2017-04-01,2017-04,2017,4,4,Lajuana Vencill,9824.0,9824.0,9824.0,0.0,7.0,0.26666666666666666,654.9333333333333,0.26666666666666666,12955.0,12955.0,16086.0,0.6107173940072113,False
2017-05-01,2017-05,2017,5,4,Lajuana Vencill,23298.0,23298.0,23298.0,0.0,56.588235294117645,0.4117647058823529,685.2352941176471,0.4117647058823529,16402.666666666668,16402.666666666668,12955.0,1.798379004245465,True
2017-06-01,2017-06,2017,6,4,Lajuana Vencill,38130.0,38130.0,38130.0,0.0,70.43478260869566,0.9130434782608695,1657.8260869565217,0.9130434782608695,23750.666666666668,21834.5,16402.666666666668,2.3246220126808645,True
2017-07-01,2017-07,2017,7,4,Lajuana Vencill,17319.0,17319.0,17319.0,0.0,6.25,0.4166666666666667,333.0576923076923,0.4166666666666667,26249.0,20931.4,23750.666666666668,0.7292005838432605,False
2017-08-01,2017-08,2017,8,4,Lajuana Vencill,18140.0,18140.0,18140.0,0.0,71.77142857142857,0.42857142857142855,385.9574468085106,0.42857142857142855,24529.666666666668,20466.166666666668,26249.0,0.691073945674121,False
2017-09-01,2017-09,2017,9,4,Lajuana Vencill,14892.0,14892.0,14892.0,0.0,76.92857142857143,0.7857142857142857,1063.7142857142858,0.7857142857142857,16783.666666666668,20267.166666666668,24529.666666666668,0.6071016048594219,False
2017-10-01,2017-10,2017,10,4,Lajuana Vencill,16771.0,16771.0,16771.0,0.0,6.818181818181818,0.4090909090909091,762.3181818181819,0.4090909090909091,16601.0,21425.0,16783.666666666668,0.9992452980079839,False
2017-11-01,2017-11,2017,11,4,Lajuana Vencill,21166.0,21166.0,21166.0,0.0,62.476190476190474,0.5714285714285714,1007.9047619047619,0.5714285714285714,17609.666666666668,21069.666666666668,16601.0,1.2749834347328475,True
2017-12-01,2017-12,2017,12,4,Lajuana Vencill,19006.0,19006.0,19006.0,0.0,73.33333333333333,0.7142857142857143,905.047619047619,0.7142857142857143,18981.0,17882.333333333332,17609.666666666668,1.0792935698196067,True
2016-12-01,2016-12,2016,12,24,Vicki Laflamme,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,36799.692307692305,0.0,False
2017-01-01,2017-01,2017,1,24,Vicki Laflamme,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-02-01,2017-02,2017,2,24,Vicki Laflamme,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-03-01,2017-03,2017,3,24,Vicki Laflamme,64433.0,64433.0,64433.0,0.0,67.55555555555556,0.9166666666666666,1288.66,0.9166666666666666,21477.666666666668,16108.25,0.0,,True
2017-04-01,2017-04,2017,4,24,Vicki Laflamme,33122.0,33122.0,33122.0,0.0,7.633333333333334,0.4,770.2790697674419,0.4,32518.333333333332,19511.0,21477.666666666668,1.542160073254388,True
2017-05-01,2017-05,2017,5,24,Vicki Laflamme,28357.0,28357.0,28357.0,0.0,59.94736842105263,0.42105263157894735,616.4565217391304,0.42105263157894735,41970.666666666664,20985.333333333332,32518.333333333332,0.8720311619086669,False
2017-06-01,2017-06,2017,6,24,Vicki Laflamme,44664.0,44664.0,44664.0,0.0,53.088235294117645,0.8529411764705882,1015.0909090909091,0.8529411764705882,35381.0,28429.333333333332,41970.666666666664,1.0641718025287503,True
2017-07-01,2017-07,2017,7,24,Vicki Laflamme,37119.0,37119.0,37119.0,0.0,7.0588235294117645,0.4411764705882353,905.3414634146342,0.4411764705882353,36713.333333333336,34615.833333333336,35381.0,1.0491224103332297,True
2017-08-01,2017-08,2017,8,24,Vicki Laflamme,63605.0,63605.0,63605.0,0.0,59.205128205128204,0.5384615384615384,1115.877192982456,0.5384615384615384,48462.666666666664,45216.666666666664,36713.333333333336,1.7324768476484473,True
2017-09-01,2017-09,2017,9,24,Vicki Laflamme,68014.0,68014.0,68014.0,0.0,63.793103448275865,0.9310344827586207,1743.948717948718,0.9310344827586207,56246.0,45813.5,48462.666666666664,1.403430819599967,True
2017-10-01,2017-10,2017,10,24,Vicki Laflamme,35655.0,35655.0,35655.0,0.0,5.066666666666666,0.43333333333333335,1048.6764705882354,0.43333333333333335,55758.0,46235.666666666664,56246.0,0.6339117448351883,False
2017-11-01,2017-11,2017,11,24,Vicki Laflamme,61416.0,61416.0,61416.0,0.0,56.473684210526315,0.631578947368421,1535.4,0.631578947368421,55028.333333333336,51745.5,55758.0,1.1014742279134833,True
2017-12-01,2017-12,2017,12,24,Vicki Laflamme,42011.0,42011.0,42011.0,0.0,69.58974358974359,0.7948717948717948,1077.2051282051282,0.7948717948717948,46360.666666666664,51303.333333333336,55028.333333333336,0.7634430747796589,False
2016-12-01,2016-12,2016,12,33,Zane Levy,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,33082.153846153844,0.0,False
2017-01-01,2017-01,2017,1,33,Zane Levy,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-02-01,2017-02,2017,2,33,Zane Levy,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-03-01,2017-03,2017,3,33,Zane Levy,58248.0,58248.0,58248.0,0.0,57.958333333333336,0.75,1664.2285714285715,0.75,19416.0,14562.0,0.0,,True
2017-04-01,2017-04,2017,4,33,Zane Levy,51808.0,51808.0,51808.0,0.0,5.821428571428571,0.5,1480.2285714285715,0.5,36685.333333333336,22011.2,19416.0,2.6683147919241863,True
2017-05-01,2017-05,2017,5,33,Zane Levy,60364.0,60364.0,60364.0,0.0,52.34285714285714,0.5142857142857142,1403.8139534883721,0.5142857142857142,56806.666666666664,28403.333333333332,36685.333333333336,1.6454532238133313,True
2017-06-01,2017-06,2017,6,33,Zane Levy,51030.0,51030.0,51030.0,0.0,71.28,0.72,1417.5,0.72,54400.666666666664,36908.333333333336,56806.666666666664,0.8983100575049877,False
2017-07-01,2017-07,2017,7,33,Zane Levy,18582.0,18582.0,18582.0,0.0,7.0,0.32,546.5294117647059,0.32,43325.333333333336,40005.333333333336,54400.666666666664,0.34157669636401516,False
2017-08-01,2017-08,2017,8,33,Zane Levy,29400.0,29400.0,29400.0,0.0,59.89473684210526,0.7368421052631579,980.0,0.7368421052631579,33004.0,44905.333333333336,43325.333333333336,0.6785868160275743,False
2017-09-01,2017-09,2017,9,33,Zane Levy,47388.0,47388.0,47388.0,0.0,65.0,0.7916666666666666,1353.942857142857,0.7916666666666666,31790.0,43095.333333333336,33004.0,1.4358259604896375,True
2017-10-01,2017-10,2017,10,33,Zane Levy,49839.0,49839.0,49839.0,0.0,6.444444444444445,0.6296296296296297,1661.3,0.6296296296296297,42209.0,42767.166666666664,31790.0,1.5677571563384711,True
2017-11-01,2017-11,2017,11,33,Zane Levy,34091.0,34091.0,34091.0,0.0,61.3235294117647,0.5,897.1315789473684,0.5,43772.666666666664,38388.333333333336,42209.0,0.8076713497121467,False
2017-12-01,2017-12,2017,12,33,Zane Levy,29318.0,29318.0,29318.0,0.0,64.6,0.9,1274.695652173913,0.9,37749.333333333336,34769.666666666664,43772.666666666664,0.6697787051280099,False
2017-01-01,2017-01,2017,1,16,Wilburn Farren,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,13136.666666666666,0.0,False
2017-02-01,2017-02,2017,2,16,Wilburn Farren,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,True
2017-03-01,2017-03,2017,3,16,Wilburn Farren,9890.0,9890.0,9890.0,0.0,78.6,0.6,899.0909090909091,0.6,3296.6666666666665,3296.6666666666665,0.0,,True
2017-04-01,2017-04,2017,4,16,Wilburn Farren,10342.0,10342.0,10342.0,0.0,6.857142857142857,0.42857142857142855,1034.2,0.42857142857142855,6744.0,5058.0,3296.6666666666665,3.137108190091001,True
2017-05-01,2017-05,2017,5,16,Wilburn Farren,22780.0,22780.0,22780.0,0.0,71.57142857142857,1.0,2070.909090909091,1.0,14337.333333333334,8602.4,6744.0,3.3778173190984577,True
2017-06-01,2017-06,2017,6,16,Wilburn Farren,7669.0,7669.0,7669.0,0.0,62.2,0.8,1278.1666666666667,0.8,13597.0,8446.833333333334,14337.333333333334,0.5348972379800986,False
2017-07-01,2017-07,2017,7,16,Wilburn Farren,4186.0,4186.0,4186.0,0.0,7.0,0.6,598.0,0.6,11545.0,9144.5,13597.0,0.30786202838861515,False
2017-08-01,2017-08,2017,8,16,Wilburn Farren,14092.0,14092.0,14092.0,0.0,63.18181818181818,0.6363636363636364,1084.0,0.6363636363636364,8649.0,11493.166666666666,11545.0,1.220614984841923,True
